


















"Leg Type","Leg Origin Airport","Leg Destination Airport","Leg Operating Airline","Origin Airport","Origin City Name","Destination Airport","Destination City Name","Cabin Class","Year","Month","Leg 2","Leg 3","Leg 4","Leg 1 Operating Airline","Leg 2 Operating Airline","Leg 3 Operating Airline","Leg 4 Operating Airline","Passengers","OD Avg. Base Fare(USD)","OD Base Revenue(USD)","Leg Avg. Base Fare (USD) Stline","Leg Base Revenue (USD) Stline"
"BEHIND","KUL","NRT","JL","RGN","YANGON","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.76","245.58","187","186.74","142"
"BEHIND","KUL","NRT","JL","SUB","SURABAYA","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.76","206.34","157","158.91","121"
"BEHIND","KUL","NRT","JL","DEL","DELHI","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.72","1057.26","761","605.79","436"
"BEHIND","KUL","NRT","MH","CGK","JAKARTA","NRT","TOKYO","Discount Coach","2019","1","KUL","   ","   ","GA","MH","  ","  ","0.63","281.76","178","233.34","147"
"BEHIND","KUL","NRT","JL","MAA","CHENNAI","NRT","TOKYO","Premium Coach","2019","1","CMB","KUL","   ","UL","UL","JL","  ","0.52","253.62","132","159.76","83"
"BEHIND","KUL","NRT","JL","CMB","COLOMBO","NRT","TOKYO","Premium Coach","2019","1","SIN","KUL","   ","UL","3K","JL","  ","0.4","371.9","149","232.7","93"
"BEHIND","KUL","NRT","JL","BKK","BANGKOK","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","RJ","JL","  ","  ","0.38","558.79","212","460.52","175"
"BEHIND","KUL","NRT","JL","HAK","HAIKOU","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","OD","JL","  ","  ","0.38","343.37","130","248.75","95"
"BEHIND","KUL","NRT","JL","BKK","BANGKOK","NRT","TOKYO","Premium Coach","2019","1","HKT","KUL","   ","PG","MH","JL","  ","0.36","572.89","206","449.82","162"
"BEHIND","KUL","NRT","JL","BKK","BANGKOK","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","TG","JL","  ","  ","0.36","572.61","206","460.52","166"
"BEHIND","KUL","NRT","MH","CGK","JAKARTA","NRT","TOKYO","Discount Coach","2019","1","KNO","KUL","   ","GA","MH","MH","  ","0.35","698","244","534.71","187"
"BEHIND","KUL","NRT","JL","DAC","DHAKA","NRT","TOKYO","Business","2019","1","KUL","   ","   ","BS","JL","  ","  ","0.24","195.08","47","127.99","31"
"BEHIND","KUL","NRT","JL","DEL","DELHI","NRT","TOKYO","Business","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.24","1610.88","387","1000.4","240"
"BEHIND","KUL","NRT","JL","MYY","MIRI","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.21","697.76","147","550.63","116"
"BEHIND","KUL","NRT","JL","TWU","TAWAU","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.21","389.38","82","288.01","60"
"BEHIND","KUL","NRT","JL","KNO","MEDAN","NRT","TOKYO","Premium Coach","2019","1","KUL","   ","   ","MH","JL","  ","  ","0.19","194.21","37","186.57","35"
