Leg Type,Leg Origin Airport,Leg Destination Airport,Leg Operating Airline,Origin Airport,Origin City Name,Destination Airport,Destination City Name,Cabin Class,Year,Month,Leg 2,Leg 3,Leg 4,Leg 1 Operating Airline,Leg 2 Operating Airline,Leg 3 Operating Airline,Leg 4 Operating Airline,Passengers,OD Avg. Base Fare(USD),OD Base Revenue(USD),Leg Avg. Base Fare (USD) Stline,Leg Base Revenue (USD) Stline
BEHIND,SIN,SYD,SQ,BIO,BILBAO,SYD,SYDNEY,Discount Coach,2019,1,MUC,SIN,   ,LH,SQ,SQ,  ,13.74,2782.87,38237,994.67,13667
BEHIND,SIN,SYD,BA,FRA,FRANKFURT,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BA,BA,BA,  ,13.62,262.27,3572,92.37,1258
BEHIND,SIN,SYD,SQ,IST,ISTANBUL,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,SQ,SQ,  ,  ,13.2,4677.86,61748,1970.12,26006
BEHIND,SIN,SYD,SQ,TXL,BERLIN,SYD,SYDNEY,Discount Coach,2019,1,ZRH,SIN,   ,LX,SQ,SQ,  ,13.14,775.89,10195,283.68,3728
BEHIND,SIN,SYD,TR,HAN,HANOI,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,TR,TR,  ,  ,13.01,365.46,4755,270.36,3517
BEHIND,SIN,SYD,SQ,KTM,KATHMANDU,SYD,SYDNEY,Business,2019,1,SIN,   ,   ,MI,SQ,  ,  ,12.9,2006.46,25883,1287.1,16604
BEHIND,SIN,SYD,SQ,MDC,MANADO,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,MI,SQ,  ,  ,12.89,233.16,3005,170.13,2193
BEHIND,SIN,SYD,QF,LBA,LEEDS,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BA,QF,QF,  ,12.88,769.13,9906,277.27,3571
BEHIND,SIN,SYD,SQ,BLL,BILLUND,SYD,SYDNEY,Discount Coach,2019,1,CPH,SIN,   ,EE,SQ,SQ,  ,12.85,528.37,6790,201.7,2592
BEHIND,SIN,SYD,QF,STR,STUTTGART,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BA,QF,QF,  ,12.77,302.97,3869,106.38,1358
BEHIND,SIN,SYD,TR,NRT,TOKYO,SYD,SYDNEY,Discount Coach,2019,1,TPE,SIN,   ,TR,TR,TR,  ,12.69,360.01,4569,194.01,2462
BEHIND,SIN,SYD,QF,KUL,KUALA LUMPUR,SYD,SYDNEY,Discount Coach,2019,1,SIN,   ,   ,MI,QF,  ,  ,12.67,640.13,8110,611.33,7746
BEHIND,SIN,SYD,BA,MUC,MUNICH,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BA,BA,BA,  ,12.63,435.46,5500,151.33,1911
BEHIND,SIN,SYD,BA,GVA,GENEVA,SYD,SYDNEY,Business,2019,1,LHR,SIN,   ,BA,BA,BA,  ,12.61,2370.99,29898,831.86,10490
BEHIND,SIN,SYD,SQ,WAW,WARSAW,SYD,SYDNEY,Discount Coach,2019,1,DUS,SIN,   ,LO,SQ,SQ,  ,12.35,564.51,6972,200.92,2481
BEHIND,SIN,SYD,SQ,MRS,MARSEILLE,SYD,SYDNEY,Discount Coach,2019,1,FRA,SIN,   ,LH,SQ,SQ,  ,12.32,1001.42,12337,363.85,4483
BEHIND,SIN,SYD,SQ,PRG,PRAGUE,SYD,SYDNEY,Business,2019,1,FRA,SIN,   ,LH,SQ,SQ,  ,12.32,1488.45,18338,551.65,6796
BEHIND,SIN,SYD,QF,BOM,MUMBAI,SYD,SYDNEY,Discount Coach,2019,1,BLR,SIN,   ,9W,9W,QF,  ,12.24,264.19,3234,161.22,1973
BEHIND,SIN,SYD,BA,MLA,MALTA,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,KM,BA,BA,  ,12.2,282.03,3441,91.94,1122
BEHIND,SIN,SYD,QF,EDI,EDINBURGH,SYD,SYDNEY,Discount Coach,2019,1,LHR,SIN,   ,BA,QF,QF,  ,12.2,554.87,6769,197.23,2406
